long,interface_used,service_name,status,title,agency_sent_datetime,service_request_id,updated_datetime,media_url,detail,description,lat,service_code,requested_datetime,agency_responsible.recipient,requestor_name,comment_count
-0.002977,iOS,Fly-Tipping,open,Suitcase and clothes,2021-08-16T21:31:08+01:00,2939631,2021-08-16T21:31:08+01:00,,Large red suitcase and clothes strewn across pavement for 48hrs,Suitcase and clothes: Large red suitcase and clothes strewn across pavement for 48hrs,51.454707,Fly-Tipping,2021-08-16T21:31:04+01:00,['Lewisham Borough Council'],,
-0.006802,desktop,Parks/Landscapes,open,Pathways uneven and dangerous,2021-08-16T20:35:33+01:00,2939547,2021-08-16T20:35:33+01:00,,The pathways through Beckenham Place Park are extremely uneven with patchy ashphalt which is very uncomfortable for wheelchairs and quite frankly a danger and trip hazard to pedestrians,Pathways uneven and dangerous: The pathways through Beckenham Place Park are extremely uneven with patchy ashphalt which is very uncomfortable for wheelchairs and quite frankly a danger and trip hazard to pedestrians,51.42291,Parks/Landscapes,2021-08-16T20:35:30+01:00,['Lewisham Borough Council'],,
-0.04712,mobile,Rubbish (refuse and recycling),open,Rubbish bins still on the pavement,2021-08-16T16:48:22+01:00,2939112,2021-08-16T16:48:22+01:00,https://www.fixmystreet.com/photo/2939112.0.full.jpeg?767a639e,"Still there.filling up waiting for the foxes to empty.So ile be picking up other peoples rubbish out of my front garden AGAIN and the buggy s, and wheel chairs trying to past all the Rubbish.Absolute joke","Rubbish bins still on the pavement: Still there.filling up waiting for the foxes to empty.So ile be picking up other peoples rubbish out of my front garden AGAIN and the buggy s, and wheel chairs trying to past all the Rubbish.Absolute joke",51.441738,Rubbish (refuse and recycling),2021-08-16T16:48:20+01:00,['Lewisham Borough Council'],,
-0.03803,desktop,Fly-Tipping,open,Fly Tipping on Childeric Road,2021-08-16T16:18:32+01:00,2939015,2021-08-25T16:56:35+01:00,https://www.fixmystreet.com/photo/2939015.0.full.jpeg?77847111,"Please remove the 2 mattresses and bedroom bedside locker that has been thrown against the bike shed on Childeric Road. We have been asking for a no fly tipping sign on this road for 4 years or cctv to stop these ignorant people from doing this.

Thank you.","Fly Tipping on Childeric Road: Please remove the 2 mattresses and bedroom bedside locker that has been thrown against the bike shed on Childeric Road. We have been asking for a no fly tipping sign on this road for 4 years or cctv to stop these ignorant people from doing this.

Thank you.",51.477341,Fly-Tipping,2021-08-16T16:18:30+01:00,['Lewisham Borough Council'],,1.0
-0.03392,mobile,Fly-Tipping,open,Mattress on pavement,2021-08-16T16:12:34+01:00,2938903,2021-08-16T16:12:34+01:00,https://www.fixmystreet.com/photo/2938903.0.full.jpeg?593610d0,Is there any cctv. Probs left 16.8,Mattress on pavement: Is there any cctv. Probs left 16.8,51.442297,Fly-Tipping,2021-08-16T16:12:26+01:00,['Lewisham Borough Council'],,
-0.037532,Android,Roads/Highways,open,Drain blocked,2021-08-16T15:53:41+01:00,2938940,2021-08-17T22:45:25+01:00,https://www.fixmystreet.com/photo/2938940.0.full.jpeg?059c094d,Drain blocked. Location regularly floods.,Drain blocked: Drain blocked. Location regularly floods.,51.429842,Roads/Highways,2021-08-16T15:53:36+01:00,['Lewisham Borough Council'],,2.0
-0.034141,Android,Road Traffic Signs,open,Speed limit sign damaged,2021-08-16T15:45:34+01:00,2938917,2021-08-16T15:45:34+01:00,https://www.fixmystreet.com/photo/2938917.0.full.jpeg?8831f0e3,Speed limit sign bent over onto pavement. Trip hazard.,Speed limit sign damaged: Speed limit sign bent over onto pavement. Trip hazard.,51.425065,Road Traffic Signs,2021-08-16T15:45:34+01:00,['Lewisham Borough Council'],,
-0.027882,desktop,Fly-Tipping,open,Fly-tipping on pavement,2021-08-16T15:29:14+01:00,2938868,2021-08-16T15:29:14+01:00,https://www.fixmystreet.com/photo/2938868.0.full.jpeg?9ba21501,Rubbish has been dumped on the pavement in the last few days.,Fly-tipping on pavement: Rubbish has been dumped on the pavement in the last few days.,51.481532,Fly-Tipping,2021-08-16T15:29:13+01:00,['Lewisham Borough Council'],,
-0.001796,desktop,Street Cleaning,open,Belmont Park (South side) No road sweeping for weeks.,2021-08-16T15:26:22+01:00,2938855,2021-08-16T15:26:22+01:00,https://www.fixmystreet.com/photo/2938855.0.full.jpeg?47b812ed,Belmont Park (South side) Has not had any road sweeping for weeks. The last time it was carried out it was the North side of the street only.,Belmont Park (South side) No road sweeping for weeks.: Belmont Park (South side) Has not had any road sweeping for weeks. The last time it was carried out it was the North side of the street only.,51.460096,Street Cleaning,2021-08-16T15:26:19+01:00,['Lewisham Borough Council'],,
-0.004195,mobile,Tree,open,Extremely overgrown tree on public land very close to dwellings,2021-08-16T13:28:58+01:00,2938493,2021-08-26T17:46:36+01:00,https://www.fixmystreet.com/photo/2938493.0.full.jpeg?556fe757,"An extremely large, overgrown tree adjacent to the garages at the corner of Pagoda Gardens and Granville Park is throwing up roots and shoots in my garden, and has shoots growing up high in the grass area by the road. It also cuts out light from my property. It needs to be severed pollarded. I have reported this many times before and nothing has been done over years . Please action straight away.","Extremely overgrown tree on public land very close to dwellings: An extremely large, overgrown tree adjacent to the garages at the corner of Pagoda Gardens and Granville Park is throwing up roots and shoots in my garden, and has shoots growing up high in the grass area by the road. It also cuts out light from my property. It needs to be severed pollarded. I have reported this many times before and nothing has been done over years . Please action straight away.",51.467353,Tree,2021-08-16T13:28:58+01:00,['Lewisham Borough Council'],,1.0
-0.022452,iOS,Fly-Tipping,open,Dumped doors,2021-08-16T13:24:39+01:00,2938483,2021-08-16T13:24:39+01:00,https://www.fixmystreet.com/photo/2938483.0.full.jpeg?5062d6f6,Please collect. Thanks,Dumped doors: Please collect. Thanks,51.469802,Fly-Tipping,2021-08-16T13:24:38+01:00,['Lewisham Borough Council'],,
-0.004109,mobile,Parks & Green Spaces,open,Very overgrown grass and plants adjacent to dwelling,2021-08-16T13:04:37+01:00,2938419,2021-08-26T17:40:31+01:00,https://www.fixmystreet.com/photo/2938419.0.full.jpeg?8eab21ca,"The area of public grass and bushes adjacent to my house has been left neglected for ages. I have reported it before and nothing has been done. It is an eyesore and the plants and foliage fall across the path. I’ve had to go out and trim some back myself. The foliage etc needs to be chopped back. When Glendale or whatever company is contacted now, come to do the mowing and gardening in Pagoda Gardens Estate they forget or fail to do any maintenance in this area. Why? It is an area of council land and should be kept tidy. Aren’t I paying my council tax for this? Please can this area be tidied up as it’s making this road (in a conservation area look shabby).","Very overgrown grass and plants adjacent to dwelling: The area of public grass and bushes adjacent to my house has been left neglected for ages. I have reported it before and nothing has been done. It is an eyesore and the plants and foliage fall across the path. I’ve had to go out and trim some back myself. The foliage etc needs to be chopped back. When Glendale or whatever company is contacted now, come to do the mowing and gardening in Pagoda Gardens Estate they forget or fail to do any maintenance in this area. Why? It is an area of council land and should be kept tidy. Aren’t I paying my council tax for this? Please can this area be tidied up as it’s making this road (in a conservation area look shabby).",51.467594,Parks & Green Spaces,2021-08-16T13:04:36+01:00,['Lewisham Borough Council'],,1.0
0.001544,Android,Fly-Tipping,open,Fridge fly-tipped,2021-08-16T12:51:13+01:00,2938374,2021-08-16T12:51:13+01:00,https://www.fixmystreet.com/photo/2938374.0.full.jpeg?40616fe8,Another large item dumped on this regular fly-tipping location,Fridge fly-tipped: Another large item dumped on this regular fly-tipping location,51.437306,Fly-Tipping,2021-08-16T12:51:08+01:00,['Lewisham Borough Council'],,
0.001598,Android,Fly-Tipping,open,Bags of waste fly-tipped,2021-08-16T12:51:02+01:00,2938368,2021-08-30T15:02:13+01:00,https://www.fixmystreet.com/photo/2938368.0.full.jpeg?5a1aa8d5,Another load of bags fly-tipped on this regular fly-tipping spot,Bags of waste fly-tipped: Another load of bags fly-tipped on this regular fly-tipping spot,51.437252,Fly-Tipping,2021-08-16T12:51:01+01:00,['Lewisham Borough Council'],,1.0
0.001479,Android,Fly-Tipping,open,Mattress dumped,2021-08-16T12:50:55+01:00,2938365,2021-08-16T12:50:55+01:00,https://www.fixmystreet.com/photo/2938365.0.full.jpeg?900b47fa,Another mattress dumped in this spot that's a regular for fly-tipping,Mattress dumped: Another mattress dumped in this spot that's a regular for fly-tipping,51.437546,Fly-Tipping,2021-08-16T12:50:54+01:00,['Lewisham Borough Council'],,
-0.023727,iOS,Fly-Tipping,open,Dumped sofa,2021-08-16T12:24:55+01:00,2938283,2021-08-16T12:24:55+01:00,https://www.fixmystreet.com/photo/2938283.0.full.jpeg?80923b21,Please remove,Dumped sofa: Please remove,51.448383,Fly-Tipping,2021-08-16T12:24:55+01:00,['Lewisham Borough Council'],,
-0.041912,iOS,Abandoned vehicles,open,Abandoned crashed vehicle reg Y212 OGW,2021-08-16T10:03:14+01:00,2937796,2021-08-16T10:03:14+01:00,https://www.fixmystreet.com/photo/2937796.0.full.jpeg?b3136b54,Abandoned crashed vehicle reg Y212 OGW,Abandoned crashed vehicle reg Y212 OGW: Abandoned crashed vehicle reg Y212 OGW,51.481568,Abandoned vehicles,2021-08-16T10:03:13+01:00,['Lewisham Borough Council'],,
-0.000646,iOS,Street Cleaning,open,Dangerous Broken glass on pavement,2021-08-16T08:44:53+01:00,2937574,2021-08-16T08:44:53+01:00,https://www.fixmystreet.com/photo/2937574.0.full.jpeg?c88a37e2,Broken bottle dangerous for pedestrians especially children,Dangerous Broken glass on pavement: Broken bottle dangerous for pedestrians especially children,51.436745,Street Cleaning,2021-08-16T08:44:52+01:00,['Lewisham Borough Council'],,
-0.00416,mobile,Rubbish (refuse and recycling),open,Used drug paraphernalia,2021-08-16T08:07:42+01:00,2937515,2021-08-16T08:07:42+01:00,,"Gas canisters and potentially used sharps.

Danger to health, and particularly dangerous to bicycle or motorbikes.","Used drug paraphernalia: Gas canisters and potentially used sharps.

Danger to health, and particularly dangerous to bicycle or motorbikes.",51.439731,Rubbish (refuse and recycling),2021-08-16T08:07:41+01:00,['Lewisham Borough Council'],,
-0.039771,iOS,Fly-Tipping,open,Lewisham council,2021-08-16T07:53:44+01:00,2937484,2021-08-16T07:53:44+01:00,https://www.fixmystreet.com/photo/2937484.0.full.jpeg?e3d48474,"Fridge has been dumped at Woodpecker road, New Cross, SE14","Lewisham council: Fridge has been dumped at Woodpecker road, New Cross, SE14",51.478243,Fly-Tipping,2021-08-16T07:53:44+01:00,['Lewisham Borough Council'],,
-0.055788,mobile,Pavement Jetting,open,Two Unsafe paving slabs,2021-08-15T22:19:17+01:00,2937304,2021-08-15T22:19:17+01:00,https://www.fixmystreet.com/photo/2937304.0.full.jpeg?e1776339,"Unsecure, wobbling paving slabs, which are a tripping risk and dangerous. Situated in the pedestrian cut through when walking from the little sainsburys, with the Greyhound on your right, facing the St Christopher's shop across the road. I could not find a category about paving slabs.","Two Unsafe paving slabs: Unsecure, wobbling paving slabs, which are a tripping risk and dangerous. Situated in the pedestrian cut through when walking from the little sainsburys, with the Greyhound on your right, facing the St Christopher's shop across the road. I could not find a category about paving slabs.",51.426971,Pavement Jetting,2021-08-15T22:19:16+01:00,['Lewisham Borough Council'],,
-0.038714,mobile,Fly-Tipping,open,Fly tipping,2021-08-15T18:59:44+01:00,2937035,2021-08-15T18:59:44+01:00,https://www.fixmystreet.com/photo/2937035.0.full.jpeg?deaaa175,Rubbish by people just moved in where rubbish left. More rubbish dumped at the other end of the road also.,Fly tipping: Rubbish by people just moved in where rubbish left. More rubbish dumped at the other end of the road also.,51.42858,Fly-Tipping,2021-08-15T18:59:43+01:00,['Lewisham Borough Council'],,
-0.044835,iOS,Fly-Tipping,open,Fly tipping,2021-08-15T17:54:58+01:00,2936948,2021-08-17T19:54:22+01:00,https://www.fixmystreet.com/photo/2936948.0.full.jpeg?adbc0a2a,Old bed still in the road,Fly tipping: Old bed still in the road,51.423103,Fly-Tipping,2021-08-15T17:54:57+01:00,['Lewisham Borough Council'],,1.0
-0.074054,iOS,Street Cleaning,open,Install proper bin please,2021-08-15T17:40:19+01:00,2936922,2021-08-15T17:40:19+01:00,https://www.fixmystreet.com/photo/2936922.0.full.jpeg?a3a95769,"Can you install a proper bin here please? I’ve asked before, and will keep doing so until you listen. Hanging waste bags on a tree (that are rarely collected and often torn open by foxes) is not a solution to the amount of rubbish that gets dumped here.","Install proper bin please: Can you install a proper bin here please? I’ve asked before, and will keep doing so until you listen. Hanging waste bags on a tree (that are rarely collected and often torn open by foxes) is not a solution to the amount of rubbish that gets dumped here.",51.428075,Street Cleaning,2021-08-15T17:40:18+01:00,['Lewisham Borough Council'],Will Eckersley,
-0.000604,iOS,Trade Waste Issue,open,Construction material left on road,2021-08-15T17:35:46+01:00,2936916,2021-08-15T17:35:46+01:00,,Construction material left on road for a number of months by neighbour opposite 264 Ardgowan road,Construction material left on road: Construction material left on road for a number of months by neighbour opposite 264 Ardgowan road,51.437492,Trade Waste Issue,2021-08-15T17:35:43+01:00,['Lewisham Borough Council'],,
-0.031331,desktop,Street Cleaning,open,Lots of litter all over the street,2021-08-15T16:44:13+01:00,2936826,2021-08-15T16:44:13+01:00,https://www.fixmystreet.com/photo/2936826.0.full.jpeg?9756a8b4,Overflowing recycling bins and litter all over the street. We haven't seen street cleaners in months.,Lots of litter all over the street: Overflowing recycling bins and litter all over the street. We haven't seen street cleaners in months.,51.489514,Street Cleaning,2021-08-15T16:44:12+01:00,['Lewisham Borough Council'],Duncan Morrison,
0.001707,iOS,Fly-Tipping,open,Fly tipping,2021-08-15T16:21:09+01:00,2936772,2021-08-15T16:21:09+01:00,https://www.fixmystreet.com/photo/2936772.0.full.jpeg?e9cb5d6a,Fridge dumped,Fly tipping: Fridge dumped,51.43761,Fly-Tipping,2021-08-15T16:21:04+01:00,['Lewisham Borough Council'],,
0.001739,iOS,Fly-Tipping,open,Fly tipping,2021-08-15T16:20:58+01:00,2936774,2021-08-15T16:20:58+01:00,https://www.fixmystreet.com/photo/2936774.0.full.jpeg?0092c9c5,Bags dumped,Fly tipping: Bags dumped,51.437209,Fly-Tipping,2021-08-15T16:20:57+01:00,['Lewisham Borough Council'],,
0.001739,iOS,Fly-Tipping,open,Fly tipping,2021-08-15T16:20:51+01:00,2936775,2021-08-15T16:20:51+01:00,https://www.fixmystreet.com/photo/2936775.0.full.jpeg?84b16d90,Mattress dumped,Fly tipping: Mattress dumped,51.437209,Fly-Tipping,2021-08-15T16:20:49+01:00,['Lewisham Borough Council'],,
-0.006856,iOS,Rubbish (refuse and recycling),open,Rubbish all over bridge,2021-08-15T15:22:21+01:00,2936541,2021-08-15T15:22:21+01:00,https://www.fixmystreet.com/photo/2936541.0.full.jpeg?3db83524,Rotting rubbish,Rubbish all over bridge: Rotting rubbish,51.455586,Rubbish (refuse and recycling),2021-08-15T15:22:20+01:00,['Lewisham Borough Council'],,
-0.031616,desktop,Parks/Landscapes,open,Brick pillar on corner of St Margaret's Square knocked down,2021-08-15T15:20:41+01:00,2936692,2021-08-15T15:20:41+01:00,https://www.fixmystreet.com/photo/2936692.0.full.jpeg?1b85ef1c,"Last year a brick pillar on the western corner of St Margaret's Square fell down - perhaps it was hit by a vehicle. Someone has moved it from the middle of the pavement and into the hedge, which is nice, but the smashed up brickwork remains on its side. It's unsightly and needs rebuilding in line with the rules for the conservation area.","Brick pillar on corner of St Margaret's Square knocked down: Last year a brick pillar on the western corner of St Margaret's Square fell down - perhaps it was hit by a vehicle. Someone has moved it from the middle of the pavement and into the hedge, which is nice, but the smashed up brickwork remains on its side. It's unsightly and needs rebuilding in line with the rules for the conservation area.",51.458934,Parks/Landscapes,2021-08-15T15:20:40+01:00,['Lewisham Borough Council'],,
-0.016354,iOS,Car Parking,open,Illegal parking,2021-08-15T14:35:33+01:00,2936633,2021-08-15T14:35:33+01:00,https://www.fixmystreet.com/photo/2936633.0.full.jpeg?de001adb,Parking on grass at bpp,Illegal parking: Parking on grass at bpp,51.421432,Car Parking,2021-08-15T14:35:29+01:00,['Lewisham Borough Council'],,
-0.01045,desktop,Fly-Tipping,open,Bags of rubbish and suitcases dumped,2021-08-15T14:22:12+01:00,2936617,2021-08-15T14:22:12+01:00,,As title,Bags of rubbish and suitcases dumped: As title,51.450665,Fly-Tipping,2021-08-15T14:22:09+01:00,['Lewisham Borough Council'],,
-0.01045,desktop,Fly-Tipping,open,Bags of rubbish suitcases,2021-08-15T14:20:14+01:00,2936615,2021-08-15T14:20:14+01:00,,Bags of rubbish and suitcases dumped,Bags of rubbish suitcases: Bags of rubbish and suitcases dumped,51.450665,Fly-Tipping,2021-08-15T14:20:14+01:00,['Lewisham Borough Council'],,
-0.010493,desktop,Fly-Tipping,open,Bags of rubbish etc,2021-08-15T14:18:56+01:00,2936614,2021-08-15T14:18:56+01:00,,Bags of rubbish etc dumped,Bags of rubbish etc: Bags of rubbish etc dumped,51.451066,Fly-Tipping,2021-08-15T14:18:52+01:00,['Lewisham Borough Council'],,
-0.037755,mobile,Roads/Highways,open,Poorly installed temporary traffic lights,2021-08-15T13:19:08+01:00,2936528,2021-08-23T07:08:21+01:00,,"The temporary traffic lights installed on this roadwork have an extremely poor timing - they only allow traffic flow in one direction at a time, whereas there are open lanes in both directions. The whole area is continuously jammed up from Deptford to Rotherhithe tunnel, making lives of all residents and commuters a nightmare.","Poorly installed temporary traffic lights: The temporary traffic lights installed on this roadwork have an extremely poor timing - they only allow traffic flow in one direction at a time, whereas there are open lanes in both directions. The whole area is continuously jammed up from Deptford to Rotherhithe tunnel, making lives of all residents and commuters a nightmare.",51.4877,Roads/Highways,2021-08-15T13:19:06+01:00,['Lewisham Borough Council'],,2.0
0.032338,iOS,Fly-Tipping,open,Dumped bath tub,2021-08-15T12:41:33+01:00,2936476,2021-08-15T12:41:33+01:00,https://www.fixmystreet.com/photo/2936476.0.full.jpeg?dd8b704a,Someone dumped a bathtub on the corner. Please remove,Dumped bath tub: Someone dumped a bathtub on the corner. Please remove,51.426184,Fly-Tipping,2021-08-15T12:41:32+01:00,['Lewisham Borough Council'],,
-0.007707,Android,Parks & Green Spaces,open,Evening vandalism at Mountsfield community garden,2021-08-15T12:13:34+01:00,2936430,2021-08-15T12:13:34+01:00,https://www.fixmystreet.com/photo/2936430.0.full.jpeg?ccd8ecb6,"Evening vandalism, involving pulling the picnic bench apart. Needs fixing - thanks!","Evening vandalism at Mountsfield community garden: Evening vandalism, involving pulling the picnic bench apart. Needs fixing - thanks!",51.448966,Parks & Green Spaces,2021-08-15T12:13:32+01:00,['Lewisham Borough Council'],Lewisham Council,
-0.030052,iOS,Fly-Tipping,open,Rubbish under railway bridge,2021-08-15T11:50:28+01:00,2936379,2021-08-15T11:50:28+01:00,https://www.fixmystreet.com/photo/2936379.0.full.jpeg?0a0cd804,Bag of rubbish under railway bridge on Bexhill Rd,Rubbish under railway bridge: Bag of rubbish under railway bridge on Bexhill Rd,51.452662,Fly-Tipping,2021-08-15T11:50:22+01:00,['Lewisham Borough Council'],,
0.003842,iOS,Fly-Tipping,open,Belongings dumped,2021-08-15T11:37:41+01:00,2936356,2021-08-15T11:37:41+01:00,https://www.fixmystreet.com/photo/2936356.0.full.jpeg?dac37540,Bagged personal belongings dumped beside 50 Hafton,Belongings dumped: Bagged personal belongings dumped beside 50 Hafton,51.438311,Fly-Tipping,2021-08-15T11:37:34+01:00,['Lewisham Borough Council'],,
-0.032549,iOS,Abandoned vehicles,open,Dangerous,2021-08-15T10:56:24+01:00,2936281,2021-08-15T10:56:24+01:00,https://www.fixmystreet.com/photo/2936281.0.full.jpeg?ea7309bf,Burnt out van - glass and metal on road and pavement. Dangerous.,Dangerous: Burnt out van - glass and metal on road and pavement. Dangerous.,51.468672,Abandoned vehicles,2021-08-15T10:56:24+01:00,['Lewisham Borough Council'],,
-0.03738,desktop,Fly-Tipping,open,Chaired dumped by light column 1 in Priestfield Road,2021-08-15T10:35:43+01:00,2936260,2021-08-15T10:35:43+01:00,https://www.fixmystreet.com/photo/2936260.0.full.jpeg?d2e12bc9,"Chair dumped by light column 1 in Priestfield Road. Previously reported fly tipping was removed yesterday and this was there then so why it wasn't taken then I don't know - it just makes no sense, The guys were there and now another journey is required - so much for saving money and reducing carbon footprint!!!","Chaired dumped by light column 1 in Priestfield Road: Chair dumped by light column 1 in Priestfield Road. Previously reported fly tipping was removed yesterday and this was there then so why it wasn't taken then I don't know - it just makes no sense, The guys were there and now another journey is required - so much for saving money and reducing carbon footprint!!!",51.434295,Fly-Tipping,2021-08-15T10:35:36+01:00,['Lewisham Borough Council'],,
0.000103,iOS,Fly-Tipping,open,Mattress,2021-08-15T09:56:54+01:00,2936201,2021-08-15T09:56:54+01:00,https://www.fixmystreet.com/photo/2936201.0.full.jpeg?7eebd088,Dumped - been here for a week now,Mattress: Dumped - been here for a week now,51.449848,Fly-Tipping,2021-08-15T09:56:53+01:00,['Lewisham Borough Council'],,
-0.006359,Android,Street Cleaning,open,Terrible mess left on Stainton Road near football pitches,2021-08-15T09:39:45+01:00,2936169,2021-08-15T09:39:45+01:00,https://www.fixmystreet.com/photo/2936169.0.full.jpeg?96bc8ec6,Possibly left by the groups of men who gather to drink there. A real problem,Terrible mess left on Stainton Road near football pitches: Possibly left by the groups of men who gather to drink there. A real problem,51.447486,Street Cleaning,2021-08-15T09:39:44+01:00,['Lewisham Borough Council'],,
-0.006101,Android,Fly-Tipping,open,Lots of flytipping Stainton Road,2021-08-15T09:38:15+01:00,2936168,2021-08-15T09:38:15+01:00,https://www.fixmystreet.com/photo/2936168.0.full.jpeg?eb1ff716,Several large items and more closer to park entrance,Lots of flytipping Stainton Road: Several large items and more closer to park entrance,51.446977,Fly-Tipping,2021-08-15T09:38:13+01:00,['Lewisham Borough Council'],,
-0.040213,iOS,Fly-Tipping,open,Fridge dumped,2021-08-15T09:14:44+01:00,2936129,2021-08-15T09:14:44+01:00,https://www.fixmystreet.com/photo/2936129.0.full.jpeg?87946d93,Fridge outside launderette,Fridge dumped: Fridge outside launderette,51.448635,Fly-Tipping,2021-08-15T09:14:40+01:00,['Lewisham Borough Council'],,
-0.046091,mobile,Pavement Jetting,open,Pavement unusable due to overgrown vegetation and fly tipping,2021-08-15T08:57:26+01:00,2936097,2021-08-15T08:57:26+01:00,https://www.fixmystreet.com/photo/2936097.0.full.jpeg?64cfb46d,The pavement is completely unusable due to the vegetation on the adjoining bank being completely over grown again. I have reported this numerous times but nothing gets done and you have to walk in the road to pass which is very dangerous. It's so overgrown there is now items fly tipped there too making it even harder to navigate. This is not only an eyesore but it's very unsafe and is an ongoing problem.,Pavement unusable due to overgrown vegetation and fly tipping: The pavement is completely unusable due to the vegetation on the adjoining bank being completely over grown again. I have reported this numerous times but nothing gets done and you have to walk in the road to pass which is very dangerous. It's so overgrown there is now items fly tipped there too making it even harder to navigate. This is not only an eyesore but it's very unsafe and is an ongoing problem.,51.481688,Pavement Jetting,2021-08-15T08:57:26+01:00,['Lewisham Borough Council'],,
-0.029627,Android,Fly-Tipping,open,Water tank and mattress,2021-08-15T07:37:21+01:00,2935921,2021-08-20T03:00:21+01:00,https://www.fixmystreet.com/photo/2935921.0.full.jpeg?10d1cc1b,Water tank and mattress,Water tank and mattress: Water tank and mattress,51.455891,Fly-Tipping,2021-08-15T07:37:19+01:00,['Lewisham Borough Council'],Chris F,1.0
-0.022678,mobile,Fly-Tipping,open,Sofa dumped - Silvermere road / doggett road,2021-08-15T07:01:32+01:00,2936031,2021-08-15T07:01:32+01:00,https://www.fixmystreet.com/photo/2936031.0.full.jpeg?51b28bee,Sofa dumped on the corner of Silvermere road and doggett road,Sofa dumped - Silvermere road / doggett road: Sofa dumped on the corner of Silvermere road and doggett road,51.449928,Fly-Tipping,2021-08-15T07:01:30+01:00,['Lewisham Borough Council'],,
-0.04646,desktop,Tree,open,Tree blocking pavement,2021-08-14T19:52:05+01:00,2935735,2021-08-14T19:52:05+01:00,https://www.fixmystreet.com/photo/2935735.0.full.jpeg?00289dd2,"Iv'e reported this tree to Lewisham Council more time then i care to remember, it's blocking the pavement and forcing people to walk into the road, when the schools are open a lot of kiddies walk along this road and the schools turning out mean a lot of cars using the road, add the two together and one day there's going to be an accident, Lewisham Council someone's going to get hurt or God forbid killed","Tree blocking pavement: Iv'e reported this tree to Lewisham Council more time then i care to remember, it's blocking the pavement and forcing people to walk into the road, when the schools are open a lot of kiddies walk along this road and the schools turning out mean a lot of cars using the road, add the two together and one day there's going to be an accident, Lewisham Council someone's going to get hurt or God forbid killed",51.435965,Tree,2021-08-14T19:51:56+01:00,['Lewisham Borough Council'],,
-0.018889,mobile,Fly-Tipping,open,Bin bags in street,2021-08-14T19:49:11+01:00,2935730,2021-08-14T19:49:11+01:00,https://www.fixmystreet.com/photo/2935730.0.full.jpeg?9a53013a,Pile of 8ish black bin bags. Corner of Marsala Road and Algernon Road (opposite side of the street from fly tipped mattress that someone else has already reported),Bin bags in street: Pile of 8ish black bin bags. Corner of Marsala Road and Algernon Road (opposite side of the street from fly tipped mattress that someone else has already reported),51.458214,Fly-Tipping,2021-08-14T19:49:08+01:00,['Lewisham Borough Council'],,
-0.007376,iOS,Fly-Tipping,open,Please clear this area,2021-08-14T19:45:59+01:00,2935728,2021-08-14T19:45:59+01:00,https://www.fixmystreet.com/photo/2935728.0.full.jpeg?1a3b13d7,Fly tipping hazard,Please clear this area: Fly tipping hazard,51.455462,Fly-Tipping,2021-08-14T19:45:55+01:00,['Lewisham Borough Council'],,
-0.024974,Android,Fly-Tipping,open,Rubbish,2021-08-14T19:10:42+01:00,2935691,2021-08-14T19:10:42+01:00,https://www.fixmystreet.com/photo/2935691.0.full.jpeg?7d8bc312,Outside 44-46 Vanguard Street.,Rubbish: Outside 44-46 Vanguard Street.,51.473163,Fly-Tipping,2021-08-14T19:10:41+01:00,['Lewisham Borough Council'],,
-0.044542,iOS,Roads/Highways,open,Vandalism of Fire Path,2021-08-14T18:43:55+01:00,2935668,2021-08-14T18:43:55+01:00,https://www.fixmystreet.com/photo/2935668.0.full.jpeg?132c9d42,Four concrete ramps have been formed on the roadway and fire path road closure curb.,Vandalism of Fire Path: Four concrete ramps have been formed on the roadway and fire path road closure curb.,51.447816,Roads/Highways,2021-08-14T18:43:52+01:00,['Lewisham Borough Council'],,
-0.00856,mobile,Fly-Tipping,open,Fly tipping,2021-08-14T16:44:14+01:00,2935516,2021-08-14T16:44:14+01:00,https://www.fixmystreet.com/photo/2935516.0.full.jpeg?5249c83d,Truck full off rubbish dumped on the road been done today.,Fly tipping: Truck full off rubbish dumped on the road been done today.,51.469497,Fly-Tipping,2021-08-14T16:44:09+01:00,['Lewisham Borough Council'],,
-0.006826,iOS,Fly-Tipping,open,Flytipping,2021-08-14T16:24:25+01:00,2935344,2021-08-14T16:24:25+01:00,https://www.fixmystreet.com/photo/2935344.0.full.jpeg?9e96532e,Flytipping,Flytipping: Flytipping,51.456472,Fly-Tipping,2021-08-14T16:24:23+01:00,['Lewisham Borough Council'],,
-0.034973,mobile,Fly-Tipping,open,Rubbish dumped 5-6 days ago,2021-08-14T16:18:53+01:00,2935484,2021-08-14T16:18:53+01:00,https://www.fixmystreet.com/photo/2935484.0.full.jpeg?3579b94e,Dumped rubbish,Rubbish dumped 5-6 days ago: Dumped rubbish,51.444941,Fly-Tipping,2021-08-14T16:18:53+01:00,['Lewisham Borough Council'],,
-0.022351,iOS,Pavement Jetting,open,Paint spilled on pavement,2021-08-14T15:52:59+01:00,2935439,2021-08-14T15:52:59+01:00,https://www.fixmystreet.com/photo/2935439.0.full.jpeg?95b9a9b3,Paint spilled on pavement,Paint spilled on pavement: Paint spilled on pavement,51.443934,Pavement Jetting,2021-08-14T15:52:56+01:00,['Lewisham Borough Council'],,
